rare.us,1,uncategorized,60,36,6,0,0,12,2,2,4807236,1955435,170790,0,0,187235,39341,8148158,540736,195686,13853,0,0,84287,1910,17274,59,35,6,0,0,12,2,2,4742344,1955435,170790,0,0,187235,39341,8148158,531333,194706,13853,0,0,84287,1910,17274,76171,15933630,146,315118,1072920,42,46,23,1146984,23
easterseals.com,5,education,28,33,16,0,0,2,0,0,3919786,1642857,182476,0,0,119492,0,0,235021,91141,46562,0,0,3789,0,0,28,32,16,0,0,1,0,0,3919786,1610325,182476,0,0,59746,0,0,235021,87291,46562,0,0,1556,0,0,10360,5850927,79,18705,555405,4,7,0,0,0
generalmills.com,4,education,21,30,6,0,0,6,2,0,1003347,3925392,727524,0,0,177130,184,0,45219,48196,8900,0,0,14830,7533,0,21,30,6,0,0,5,2,0,1003347,3925392,727524,0,0,112680,184,0,45219,48196,8900,0,0,14184,7533,0,70399,6225230,74,40681,552198,16,19,10,469125,10
fox25boston.com,2,newsandmedia,111,101,18,0,0,22,0,0,3661224,8242093,1206115,0,0,491302,0,0,127906,52529,20592,0,0,8236,0,0,110,100,18,0,0,20,0,0,3568923,8232538,1206115,0,0,280615,0,0,110568,46321,20592,0,0,7526,0,0,20360,13806484,282,31973,3344245,76,82,8,109245,8
fold3.com,2,education,11,16,3,0,0,2,0,0,617074,290170,120573,0,0,22400,0,0,69060,87866,8959,0,0,14121,0,0,10,16,3,0,0,2,0,0,586672,290170,120573,0,0,22400,0,0,56930,87866,8959,0,0,14121,0,0,69726,1206449,44,127672,225386,16,19,7,157860,7
t-analytics.com,3,uncategorized,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9573,226,1,0,0,0,2,0,0,0
peopleenespanol.com,2,entertainment,120,124,4,0,0,24,3,0,1111130,5703944,581425,0,0,456648,1790,0,77658,39971,959,0,0,6589,1770,0,119,119,4,0,0,23,1,0,1101162,5582767,581425,0,0,354853,2,0,77616,38757,959,0,0,6126,521,0,10716,8589057,325,33995,1763330,91,102,13,734120,13
salary.com,2,jobrelated,15,48,18,0,0,6,0,0,934839,2540607,795101,0,0,192730,0,0,90528,281901,118099,0,0,8370,0,0,15,47,17,0,0,5,0,0,934839,2521171,794759,0,0,119068,0,0,90528,271032,113041,0,0,7723,0,0,34238,4624181,99,61914,1120852,18,23,8,219352,8
18nudist.com,4,uncategorized,3,2,1,0,0,4,0,0,297230,67287,3107,0,0,42927,0,0,5972,5438,739,0,0,8959,0,0,3,2,1,0,0,3,0,0,297230,67287,3107,0,0,0,0,0,5972,5438,739,0,0,7452,0,0,53943,410551,10,5438,67287,2,4,0,0,0
dlisted.com,3,newsandmedia,24,16,21,0,0,1,0,0,734722,1215033,61133,0,0,57616,0,0,117616,112731,78692,0,0,1725,0,0,24,16,20,0,0,1,0,0,734722,1215033,42546,0,0,57616,0,0,117616,112731,72537,0,0,1725,0,0,19325,2065012,63,35375,1032018,5,8,0,0,0
searchengineland.com,4,uncategorized,62,40,6,0,0,12,5,0,966166,3624053,206853,0,0,568630,31580,0,175369,80310,8449,0,0,35357,10656,0,61,40,6,0,0,12,5,0,954064,3624053,206853,0,0,568630,31580,0,173009,80310,8449,0,0,35357,10656,0,40237,5537984,130,96426,1542510,31,34,7,225476,7
olympiaedge.net,5,uncategorized,0,0,0,0,0,1,0,0,0,0,0,0,0,279,0,0,0,0,0,0,0,1685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8380,279,1,0,0,0,2,0,0,0
trade-a-plane.com,4,shopping,58,17,11,0,0,1,4,0,1427540,582920,104803,0,0,74895,7180,0,360502,87105,35842,0,0,1020,53096,0,58,17,11,0,0,0,4,0,1427540,582920,104803,0,0,0,7180,0,360502,87105,35842,0,0,0,53096,0,73685,2425773,100,46339,64097,5,7,8,228552,8
amarktflow.com,3,uncategorized,0,2,1,0,0,0,0,0,0,29383,28395,0,0,0,0,0,0,1558,618,0,0,0,0,0,0,2,1,0,0,0,0,0,0,29383,28395,0,0,0,0,0,0,1558,618,0,0,0,0,0,15114,108957,7,0,0,0,2,3,47860,3
avclub.com,2,entertainment,2,9,2,0,0,1,0,0,15437,1775504,303844,0,0,358069,0,0,17982,63106,15604,0,0,1190,0,0,2,9,1,0,0,0,0,0,15437,1775504,26012,0,0,0,0,0,17982,63106,7866,0,0,0,0,0,16415,2452750,14,30423,616104,5,8,0,0,0
lovepopcards.com,4,shopping,54,36,7,0,0,9,0,5,868944,1121410,175582,0,0,138256,0,2028237,168799,165722,16211,0,0,17971,0,20177,54,36,7,0,0,9,0,5,868944,1121410,175582,0,0,138256,0,2028237,168799,165722,16211,0,0,17971,0,20177,14094,4924105,121,162927,681599,26,28,8,591676,8
blackisbig.com,5,uncategorized,73,27,11,0,0,5,1,0,5426964,1288006,213002,0,0,306431,47,0,181326,57000,9115,0,0,17740,2097,0,72,27,11,0,0,5,1,0,5413147,1288006,213002,0,0,306431,47,0,178940,57000,9115,0,0,17740,2097,0,96194,11650201,149,53260,903533,23,26,31,4415756,31
aarp.org,1,education,137,113,5,0,1,31,7,0,822244,7282105,567220,0,0,825987,156549,0,32946,50502,561,0,1006,6650,4959,0,136,112,4,0,1,30,6,0,819511,7282015,68726,0,0,512103,156322,0,32803,50450,494,0,1006,6602,3239,0,10285,10091012,367,62577,3245726,87,95,20,436907,20
teamliquid.net,4,games,176,68,5,0,46,27,5,1,496103,4838003,152858,0,10064,552854,31343,4166409,345236,92391,9084,0,4799,12951,10650,430,176,68,5,0,46,26,5,1,496103,4838003,152858,0,10064,451551,31343,4166409,345236,92391,9084,0,4799,12673,10650,430,51701,7726479,1833,178571,5707598,153,158,86,1234361,86
jetbabes.com,5,uncategorized,79,15,1,0,0,12,3,3,1920186,893127,16235,0,0,140647,1182,2869456,193833,42551,934,0,0,42704,2259,3910,77,15,1,0,0,12,3,3,1880937,893127,16235,0,0,140647,1182,2869456,188230,42551,934,0,0,42704,2259,3910,42620,5628375,115,53690,618893,13,17,0,0,0
traffdaq.com,4,business,10,10,6,0,0,1,0,0,228738,282637,154916,0,0,27450,0,0,29848,31053,16681,0,0,1286,0,0,10,10,6,0,0,0,0,0,228738,282637,154916,0,0,0,0,0,29848,31053,16681,0,0,0,0,0,39447,886053,31,23170,190118,5,7,4,192312,4
silverpop.com,5,business,57,48,7,0,0,8,1,0,1970835,2151702,344008,0,0,152112,103,0,431048,202535,15010,0,0,32368,7030,0,56,46,7,0,0,7,1,0,1970835,2136012,344008,0,0,77916,103,0,427341,183493,15010,0,0,31795,7030,0,60628,4735766,133,170111,718831,25,31,4,117006,4
saturdaydownsouth.com,2,entertainment,5,13,9,0,0,1,0,0,227686,156364,207824,0,0,110759,0,0,24675,68246,44018,0,0,1268,0,0,5,13,9,0,0,0,0,0,227686,156364,207824,0,0,0,0,0,24675,68246,44018,0,0,0,0,0,12722,702633,28,25267,103529,6,8,0,0,0
